content_traduzido,sentiment,sentiment_polarity
compro sem medo de nao receber os produtos entrega rapido o que nao estou gostando e que alguns vezes aparece no app que foi entregue sem ter sido de fato no outro dia ou dois dias depois e vem entregar fico na duvida se algum vizinho recebeu e nao repassou mais um erro mesmo precisa ser corrigido o mais rapido,sadness,positive
um app muito bom recomendo sempre comprei e nunca deu nenhum problema o unico defeito e que vc na tem a opcao de comprar qualquer coisa de cores diferentes na mesma loja vc tem que colocar uma de cada vez no carrinho a shopee poderia colocar essa opcao quantidades e variacoes ficaria melhor fazer as compras ajudaria os clientes nas suas compras nao dou as estrelas por esse motivo chato que ja deveriam ter resolvido isso a tempos,sadness,positive
o aplicativo e muito bom facil de usar e tem tudo que tipo de produtos ate asiatico rosto risonho com olhos sorridentes so me fez muita falta q podia ser arrumado que e mais opcaos na hora da compra exemplo eu quero comprar uma mascara facial tem varios opcoes eu so posso escolher uma na compra no caso um tipo especifico nao posso comprar dois diferentes so se for dois iguais isso podia ser arrumado nao queria fazer duas compras pra escolher outro tipo,sadness,positive
uma grande variedade de produtos vendedores atenciosos o unico problema tem sido as entregas principalmente quando e feita por transportadora compra nacional demorando muito para ser entregue na maioria das vezes ja o retorno com o suporte da shopee e rapido e reembolso quando necessario super rapido,sadness,positive
alguns fretes sao tao caros que nem o cupom de frete gratis ajuda em caso de fretes acima r deveriam haver cupons de frete gratis r ou ao menos r mas no geral o resolve ou ajuda as vezes algum produto vem com problemas e nem sempre percebo no primeiro momento mas no geral os produtos sao bons a maioria das entregas e rapida mas algumas demoram bastante enfim vale a pena e vou continuar comprando,sadness,positive
to gostando muito de comprar na shopee sinto q ultimamente estao se esforcando pra melhorar cada vez mais o atendimento coisas q aconteciam como demorar ou vir faltando itens ja nao tem acontecido mais melhorou muito e em relacao a cupons de frete facilitou demais esse esquema de frete gratis a partir tenho comprado com mais frequencia agora por causa disso love shopee,happiness,positive
a principio funcionava tudo muito bem tem mais ou menos uns meses que nao consigo efetuar compra com nenhum cartao de credito porque ele simplesmente nao aparece na hora que escolho a forma de pagamento entrei em contato atraves do chat eles me deram varias orientacoes para tentar resolver apagar cache atualizar versao desinstalar e instalar novamente tentar usar a conta em outro aparelho e outras coisas mais simplesmente nao consigo e ninguem resolve desisto,anger,negative
de longe o melhor app de compras nacional e internacional so alguns detalhes que precisam mudar o mais necessario deles na minha opiniao e a criacao de um botao para voltar a pagina incial por varias vezes estou navegando por produtos em sequencia e quando tento acessar a pagina tenho que voltar todos os produtos ou fechar o app abrir novo cansativo,sadness,positive
eu vou ter que corrigir minha classificacao a shopee e um otimo site para compras mas nao tem politica de reembolso quando os vendedores enviam mercadoria avariada ou diversa da que foi pedida nao existe a opcao de vc fazer a devolucao inclusive aconteceu de eu comprar um produto e loja depois ser banida nesse caso shopee deveria fazer o reembolso entao cuidado ao comprar coisas alto valor ainda bem que meus prejuizos foram pequenos,fear,negative
cancelaram duas compras minhas status do cancelamento falta de pagamento sendo que a compra fora feita na hora atraves do cartao de credito questionei no chat que e um robo ninguem para responder algo plausivel dessa vez o motivo foi vendedor inativo por mais de dias o reembolso caiu apenas uma parte dessa vez o que robo registrou foi reembolso pode ser feito em dois ciclos nao compro mais nunca tive esse problema no aliexpress amazon e mercado livre recomendo,anger,negative
ja tive experiencia melhor na shopee antes conseguia comprar de boa com cartao de credito agora nao consigo mais sempre da falha no pagamento sem contar que ja entrei em contato varias vezes com o suporte da shopee para solicitar o erro e nada e resolvido parece que estao fazendo de proposito para migrar mos para o sparcelado,disgust,negative
diante de todas as compras que fiz app ultimamente deixa a desejar vale a pena devido as promocoes de compra sem valor minimo mas nem em toda loja funciona e os descontos nos fretes lembrem se nao existe frete gratis pra alguem sobra pagar esta conta ja tive entregas que chegaram mega rapido assim como ja tive as que deram muita dor de cabeca por demora nos correios ou problemas com transportadoras nao tem canal atendimento deve se prestar muita atencao nas descricoes,fear,negative
plataforma totalmente segura la se o vendendor demorar a empacotar o seu pedido a propria chopee notifica avisando que ira devolver o nosso dinheiro aplicativo muito bom e bem feito principalmente os cupons de frete gratis que destaca na plataforma merece todas as estrelas do espaco nunca tive nenhum tipo de problema recomendo muito a shopee,happiness,positive
ate o momento minha experiencia com a shopee tem sido muito boa podem melhorar na parte da avaliacao onde temos todo o trabalho de tirar as fotos e gravar o video e app da shopee nao salva as informacoes e se esbarrarmos dedo sem querer na tecla voltar ou ate mesmo se travar na hora de concluir a avaliacao temos que comecar tudo novamente isto tem que ser revisado pela equipe de ti com a maior urgencia para pouparmos tempo nao precisarmos refazer tudo fica dica,sadness,positive
depois dessa ultima atualizacao estou tendo problemas com a compra no cartao de credito algumas vezes diz que o pagamento falhou porem na segunda tentativa o pagamento e concluido porem outras vezes o pagamento simplesmente nao vai que acarreta eu cancelando as compras,disgust,negative
ate um mes atras tive uns probleminhas mas foi resolvido so nao gostei de um produto os demais eu amei mas porem depois que foi aberto a carteira chopey cada ves que um produto que eu comprei e paguei e cancelado pela chopp meu reembolso vai direto pra essa maldita carteira chopey inclusive bloquearam e a quase mes estou tentando desbloquear nao consigo infelizmente a chopp nao facilitou em nada no meu problema vou fechar o aplicativo chopp pra mim chega,anger,negative
o app e bom ja passei por uma muito ruim de um vendedor que me vendeu algo com defeito nao conseguir trocar nem ter meu dinheiro de volta porque nao consta na minha conta a compra fiquei com muita raiva e tenho ate hoje dou as estrelas porque continuo comprando e nao tive mais esse problema hoje em dia tiro print de tudo as entregas sao rapidas a mercadoria condiz com anuncio aconselho sempre a ler muito bem descricao,sadness,positive
gosto do aplicativo para melhorar gostaria que a loja tivesse mais itens de informatica e eletroeletronicos como o aliexpress tambem gostaria que melhorassem a busca por produtos assim eu gostaria que quando eu achar um produto mas ele e internacional seria bom ter um botao fizesse o sistema procurar para mim o mesmo produto so de fornecedor nacional prefiro nao precisar pagar taxa de importacao em resumo acho muito melhor a shopee do concorrente dela,sadness,positive
uso ha meses e ate entao tudo corria relativamente bem nunca tive problemas na minha ultima compra como faco todas as vezes tiro os dados do cartao cadastrado logo em seguida venho tentando tirar meus dados de cartao de credito sem sucesso ja falei com o suporte que em nada conseguiu me ajudar e uma pena nao para mim mas para a shopee enquanto isso nao se resolver nao compro mais nada,anger,negative
eu amo o app tem realmente variedades de produtos mas pra mim os dois unicos problemas e q a maioria dos fretes saem muito pesado entao nem sempre compensa usar um cupom e o frete sair um absurdo de caro o segundo problema e q se eu fizer compra de ou mais eu tenho q pagar pra cada objeto,sadness,positive
o que ja era ruim piorou desde nenhum cupom selecionado aparece para finalizar a compra todos dentro das regras ate mesmo o cupom de fidelidade ganho ao subir de nivel funciona no chat nao tem como enviar print da erro e os inuteis dizem que nada podem fazer se so sao garotos de recado passem o recado para que os podem fazer alguma coisa facam alias chamam aquilo atendimento aliexpress amazon mercado livre sempre na frente shopee so em ultimo caso,anger,negative
a shopee nao esta me dando as moedas no valor da compra e as vezes nem as da avaliacao conforme vc procura um produto e vai abrindo o app ficando cada vez mais lento a ponto de travar e ter q fechar fora bonificacoes q quase nao existe mais frete gratis entao quase nao tem aumentou para o valor minimo muito alto deixou de ser o melhor para ser igual a qualquer outro app,anger,negative
estou gostando muito do app muito pratico e facil de usar nunca tive problemas com as compras que fiz atualizando ultimamente servico de rastreamento e logistica horrivel,sadness,positive
o app e bom porem ultimamente tem estado muito lento e alguns cupons recebidos sao enganosos por exemplo diz que se vc comprar acima de nao paga frete que e mentira mas tudo que compro ate aqui chega certinho por isso,sadness,positive
pontos positivos facilidade de compra variedade de produtos e precos acessiveis pontos negativos app cheio de bugs muitos travamentos cupons frete fake voce aplica o cupom frete gratis e ai quando vc escolhe o meio pagamento o frete volta a ser cobrado mesmo quando diz que pode ser usado isso representa uma tremenda perda tempo a maioria das entregas mesmo nacionais sao super demoradas,anger,negative
gosto de comprar compro bastante mas tenho algumas ressalvas os vendedores daqui alguns parecem que nao quer vender as vezes nem responde o que pergunto e as entregas quase sempre sao demoradas prefiro comprar da china muito mais barato vendedores atenciosos e as entregas sao rapidas por ser de outro continente pena que nao da pra ficar comprando mais por causa da taxa abusiva do governo federal,sadness,positive
ate q gosto de comprar na shopee quase nao tive problemas as compras quase sempre chegaram perfeitamente mas nos ultimos dias as entregas nao estao sendo concluidas tendo q pedir devolucao de reembolso trazendo transtorno para o cliente esta havendo muito erro do embalador e o produto q nao chega ou produto errado fazem reembolso mas perco muito tempo na espera do meu dinheiro mesmo assim gosto muito dos precos baixos e os descontos de frete se melhorassem estas questoes daria nota,sadness,positive
gostando muito porem sempre tem algo acontecendo dessa vez nao tenho conseguido fazer videos nas avaliacoes as fotos vao de boa mas o outro nao carrega e nao e problema do aparelho pq consigo fazer videos nos outros apps de compra mas notei que as entregas voltaram a ser agilizada e chegam antes do prazo isso pra mim de suma importancia por causa desse por menor a nota mas recomendo,sadness,positive
um bom aplicativo porem o fato de voce nao saber por quem vai ser feita a entrega e horrivel antes tinha como ver se era transportadora privada ou correios agora nao tem como e isso e horrivel ter que depender do estresse da demora que os correios tem,anger,negative
era muito bom hoje em dia apresenta erro de servidor falhas de carregamento e muita instabilidade nem imagino se for um smartphone antigo,disgust,negative
realmente estou vendo melhoras significativas muito obrigada amo o app,happiness,positive
gosto de comprar na shopee polegar para cima pele clara maos aplaudindo pele clara a plataforma e facil de mexer normalmente tem boas promocoes e considero os cupons vantajosos em especial aqueles das lojas parceiras e os que proporcionam frete gratis com valores de compras a partir r quadrado preto pequeno obs vantagens ate o momento que escrevo a avaliacao quadrado preto pequeno aconselho verificar as promos os cupons com frequencia para um melhor aproveitamento rosto com olho piscando,happiness,positive
a questao das estrelas e porque a shopee precisa implementar um diferencial do mercado livre que e a opcao do full as vezes agente precisa urgente um produto e na shoppe nao tem isso falta de responsabilidade dia vendedores colocar uma foto de um produto enviam outro para seus cliente isso uma falta de respeito precisa mudar isso logo shoppe em relacao precos estao parabens mais em conta os precos do q os rivais maos aplaudindo pele clara maos aplaudindo pele clara maos aplaudindo pele clara,sadness,positive
o frete cobrado esta deixando muito a desejar ja foi muito bom agora certas mercadorias sao baratas mas o frete sai x o valor das mesmas nao compensa e uma pena tenho desistido de comprar muitas coisas os dias do mes tipo q anuncia frete gratis nao pude fazer uma unica compra nessa condicao decepcionada,sadness,positive
arrumem esse bug nao da pra ficar minutos no app a pessoa navega no app entra em anuncios similares e do nada o app trava a tela as vezes congela quando nao congela voce tambem nao consegue entrar nas coisas clicadas e e meu aparelho celular ja testei em todos os androids da casa a mesma coisa eu ja cheguei comprar coisas em outro pra ter que passar por isso na shopee melhorem experiencia cliente x interface funcionalidade pfvr,anger,negative
esta cada vez melhor pra empatar com a concorrencia so falta uma logistica que junte todos os pacotes de vendedores diferente em um unico pacote e entregue tudo junto porque as vezes compramos varios objetos pequenos de vendedores diferente e temos que ficar a semana toda recebendo pacotes o mercadolivre tem a opcao de recebermos tudo em uma unica entrega isso facilita muito nossa vida pra nao termos que deixar resolver outras coisas esperando as entregas durante semana toda,sadness,positive
eh eu gostei muito do aplicativo antes eu nao ligava para isso ai foi so fazer uma compra e pronto me tornei cliente fiel da shoppe nao consigo querer comprar em outro aplicativo e bem facil de usar claro tem seus defeitos tambem se e que eu posso jogar isso em cima da shoppe mais com as transportadoras tem um certo descaso com os clientes espero que no futuro tenha em todas as compras o codigo para receber o objeto shoppe me tratou super rapida no meu reembolso estou satisfeita,happiness,positive
os produtos e precos sao muito bons os graficos bem detalhados e faceis de entender o que deixa a desejar mesmo e a demora para entregar o a compra sendo que o mercado livre tem opcao de entregar no mesmo dia ou no dia seguinte mas de resto gosto muito da shoppe,sadness,positive
um bom aplicativo de facil uso ja fiz varias compras nele tem um bom suporte de facil pagamento o lado ruim dele e que e dificil de ganhar cupons descontos nao e como o da shein que voce consegue varios cupons se melhorasse isso ficaria perfeito afinal eu acho que as compras dele entrega mas rapido o shein mas enfim bom eu gosto,sadness,positive
o app tem muito a melhorar a comecar pela sugestao de produtos as vezes voce pesquisa algo sobre maquiagem e aparecem coisas como vibrador e outras coisas do ramo e nao tem como voce sinalizar que nao quer ver produtos daquele tipo os jogos travam muito mesmo chega a ser irritante,anger,negative
ap muito ruim de entrar trava muito para pesquisar e comprar um produto ou mesmo para colocar no carrinho demora dependendo da hora um minutos tenho outros aplicativos de compras e sao todos rapidos a questao de segundos minutos,disgust,negative
em estou reavaliando por estar bem melhor de entrar e comprar pelo ap tanto para pesquisas e tudo mais de compras e entrega perfeito,happiness,positive
em relacao as lojas nunca tive problemas agora o servico de entrega da shopee e simplesmente horroroso os entregadores quando nao jogam a mercadoria por cima do portao deixa com terceiros tenho pessimas experiencias com o servico de entrega e pelos comentarios muita gente esta sendo prejudicada com isso decepcionada ja reclamei varias vezes mas isso continua,disgust,negative
excelente aplicativo apresenta alguns bugs no mais possui uma excelente gama de produtos e variacao de precos os fornecedores em sua maioria sao nacionais o que nos confere maior conforto e seguranca ao efetuar o pedido ganhando maior velocidade na entrega que este app continue crescendo cada vez mais e ajudando muita gente atraves do custo beneficio de seus produtos,happiness,positive
gosto da plataforma de compras mas o app tem muitos bugs ja reinstalei e continua tendo erros constantes no carregamento da pagina faz com que eu desista da compra muitas vezes frustrante como experiencia de usuario,disgust,negative
shopee quando queria fama era maravilhoso descontos de verdade cupons que funcionavam de verdade hoje em dia quase nenhum cupom de frete gratis mesmo os sem valor minimo funcionam verdade muito mais vantajoso usar o aliexpress amazon principalmente pelas vantagens do prime e ate mesmo o mercado livre,anger,negative
a shopee me mostrou muitos artistas nacionais nesse periodo de taxas e muito bom saber que tem lojas brs incriveis que vendem produtos de excelente qualidade ainda e uma pena essas taxas estarem acabando com nossa liberdade de compra talvez esse nao seja o termo certo mas sou leiga no assunto mas a shopee vem recompensando isso fora que o suporte tecnico e excelente sao pessoas muito carismaticas sempre resolvem nossos problemas ou duvidas,happiness,positive
compro a bastante tempo pontos a ser corrigidos e alguns produtos com selo de entrega gratis porem quando voce finaliza o pedido eles adiciona um valor que seria da entrega outro ponto a melhorar seria do proprio aplicativo que esta travando quase sempre,sadness,positive
ja foi um bom aplicativo de compra agora esta deixando muito a desejar muito decepcionada pois sempre comprei e gostei mais de uns tempos pra ca vcs tiraram os cupons de frete gratis colocam qualquer loja pra vender nao selecionam as que tem compromisso com o cliente e nao estao fazendo mais promocoes que compensam voltem com os cupons frete gratis nos valores mais baixos e olhem bem as lojas que anunciam um produto mandam outro so uma sugestao o app era meu favorito tem melhores,disgust,negative
fiz uma compra de um relogio em abril o mesmo so funcionou semana abri uma solicitacao de reembolso obedeci todos os passos da devolucao do produto e ate hj nao realizaram o estorno da compra no meu cartao de credito disseram que em ate meses o credito voltava estou insatisfeita com a politica devolucao reembolso da empresa nao passa credibilidade na pos venda no mercado livre isso nao acontece e os atendentes dao retorno e sabe que falar,anger,negative
a shopee e simplesmente incrivel eu uso este aplicativo regularmente para fazer compras online e estou sempre impressionado com a variedade de produtos disponiveis e os otimos precos alem disso a experiencia de compra suave conveniente entrega rapida confiavel o atendimento ao cliente excepcional eu definitivamente recomendo o shopee todos os meus amigos familiares otimo trabalho equipe shopee,happiness,positive
nao e mais possivel acessar a central do vendedor o aplicativo nao tem opcao pra acessar a central de vendedor e nao consigo mais acessar no navegador sem a central do vendedor e possivel gerar etiqueta enviar o pedido uma falha grotesca da shopee muita bagunca no aplicativo deveria ter um app exclusivo para vendedores que disponibilizaria as ferramentas necessarias mas shopee ta nem ai pros vendedores cobrando taxas absurdas entregando plataforma as tracas,anger,negative
pessimo app cheio de coisas que nao faz sentido nenhum dificil de acompanhar a rotar do seu pedido interface muito ruim cheio de cores paracer app para divertir criancas e o prazo entrega nunca respeitado entao resumindo estrela brilhante eu nao recomendo a shoppee melhor o mercado livre eu usei ha mais anos ate agora nada a reclamar mercado livre e vezes melhor que shoppee,anger,negative
eu gosto muito da shopee sempre tem algumas coisas diferentes e uteis la unica coisa que agora nao esta legal e as compras internacionais que estao ficando paradas na alfandega e muitas vezes o valor do imposto brasileiro maior do que o preco do produto frete mais pra compras nacionais otimo,sadness,positive
bom dia minha experiencia com mais de compras finalizadas na shpee a mais de ano foi marcada ate essa data com quatro compras que deram problemas uma de reais perdi tentei contato e nao obtive o estorno do valor as outras fui resarcido pelo site e nao tive perda mas estou gostando e recomendo o sopee sinto que a plataforma da shopp esta bem mais melhor que antes,sadness,positive
bom site de compras mas como faco varias compras algumas nao se mostram satisfatorias o sistema de atendimento ao consumidor e fraco os atendentes nao conseguem resolver os problemas on line e a equipe que fica responsavel pelo atendimento posterior tambem nao costuma ser eficaz,sadness,positive
nao comprem nada que quebre ou estrague comecaram a entregar as coisas jogando no chao sem tocar interfone nem bater palma e eu estava em casa sera que e mto dificil fazer a entrega correta ou meu quintal parece lixao infelizmente nao comprarei mais nada pois ja fiz duas reclamacoes e nada fizeram foram varias entregas no chao sempre notificaram o entregador mas muda so na terceira vez me deram um formulario para preencher servico de ma qualidade,anger,negative
otimo app com muitas promocoes principalmente de frete gratis o melhor de todos da pra por fotos e videos das compras nas avaliacoes tornando mais facil pros outros avaliarem se vale a pena comprar aquele produto so deviam incluir o modo noturno de tela branco daquele jeito prejudica a visao o unico problema que eu tenho e culpa dos vendedores tao demorando demais pra encaminhar os produtos a gente ja tem que esperar os correios e ainda esperar vendedor deixa espera mais longa aind,sadness,positive
estou gostando demais de comprar na shopee na shopee tem produtos otimos sempre que preciso comprar algo corro la pra ver as opcoes e eles sempre tem o que estou precisando e com o melhores precos e quase sempre nao pago taxa de entrega isso tudo de bom facilita muito na hora fazer as compras sacolas compras carrinho compras estou gostando muito os produtos sao entregues com muito capricho bem embaladinhos adoro tudo isso facil comprar shopee pelo aplicativo so posso dizer obrigada,happiness,positive
gosto muito desse aplicativo nele voce encontra varios produtos cozinha roupa maquiagem pets etc por um preco super acessivel fora os cupons de descontos que pode estar ajudando a diminuir ainda mais o valor da sua compra no total todas as minhas entregas chegaram nos dias previsto e meus produtos estavam todos muito bem embalados entao sim gosto muito da shopee e super indico para qualquer um rosto mandando um beijo,happiness,positive
interface e design simples de se compreender extrema variacao de produtos e precos otimos dependendo do produto recomendo a todos e o app de compras que mais utilizo nos ultimos tempos sinal me liga,happiness,positive
aplicativo poderia ser mais rapido demora demais para entrar nas loja ele trava demais e nao e meu celular pois e o unico que trava para fazer a compra bom app para compra otimo problema muito lento trava demais,sadness,positive
apesar dos travamentos gosto muito da usabilidade do app mas nas ultimas semanas nao tenho conseguido usar eu abro e ele fecha sozinho toda hora ja tentei fazer tantas coisas ja desinstalei e instalei de novo ja limpei o cache forcei parada entrei e sai da minha conta fiz de tudo mesmo assim continua a mesma coisa infelizmente nao ta sendo possivel nem usar o app,disgust,negative
o app em si e otimo facil acesso rastreamento de correio acessivel as vezes nao atualiza o que gera duvidas descricao dos produtos avisos sobre as importacoes e risco de ser taxado algo que nao tinha e atualizaram nas vendas internacionais mas queria que tivesse mais opcoes de forma pagamento como cartoes debito tirando isso apos quase um ano uso meus pedidos no app minha experiencia com ele estao sendo incriveis,sadness,positive
o app e uma otima opcao de compra a unica coisa chata e que tudo que compra a entrega e individual ex se compra um lapis numa loja um batom em outra chega tudo individual tinha que ter um lugar para juntar todos os pedidos da mesma pessoa mandar todos juntos igual a concorrencia ajudava gente o meio ambiente o eu penso po isso nao dei estrelas,sadness,positive
alguem do suporte pode ver o que esta acontecendo depois da ultima compra o aplicativo nao abre mais fica piscando em uma tela branca e preta ja desinstalei e instalei novamente varias vezes e nada tenho alguns pedidos a caminho preciso resolver isso pensei ser o meu celular mas todos os outros aplicativos estao funcionando normalmente que eu achei estranho que ele primeiro me deslogou da minha conta deixou de abrir no notebook como se fosse uma coisa proporcionada na platafo,fear,negative
app muito bom sempre chega tudo muito bem embalado so deixa a desejar em algumas entregas por que tem alguns entregadores que nao querem vir entregar no meu bairro segundo eles e muito lonje fora isso gosto as encomendas chegam bem embaladas e ainda temos a garantia shopee que se nao recebermos o produto temos o reembolso,sadness,positive
shopee era o melhor aplicativo para loja online mas parece que depois que eu virei cliente vip da shopee comecaram a fracassar ja e a segunda vez que eu faco compras no app e ficam dias sem atualizar aonde esta o produto fica dias em transito em cidades os centros logisticos e proximos nao atualiza de jeito nenhum eu adorava o aplicativo mas por conta da transportadora estou odiando simplesmente horrivel melhorem na transportadora por favor ne ou gostam de perder clientes vip indignada,anger,negative
hj recompensas diaria nao funciona chega em e nao abreapp pesado e sempre com algum tipo de bugdificil esse app muita bagunca agora coisas que eu nunca comprei aparece na aba do que voce comprou dizendo comprei de novo na lojaacho ruim nao poder apagar as coisas que comprei e avaliei com uma estrela coisas vieram certas mais continua aparecendo na aba de produtos tem como gerenciar isso o certo seria ter uma lista negra para colocar essas compras ruins la,anger,negative
sobre o rastreamento de entrega algumas nao funcionam em nenhuma loja de entregas e tambem se for a propria empresa entregando o pedido como vao confirmar que o pedido foi entregue sendo que entregador nao ligou para cliente nao pediu assinatura nem nada somente entregou para qualquer pessoa que ver pode receber pedido entregadores super mal treinados para experiencia do cliente rastrear produto pelo proprio aplicativo mas impossivel isso mesmo obtendo codigo horrivel,anger,negative
minha experiencia com o app foi incrivel todos os produtos que eu comprei nao me arrependi de nenhum e um otimo app para quem quer economizar uma grana boa e ter diversas decoracoes roupas tenis tecnologia o app te retorna o dinheiro caso voce nao goste do produto e ou veio com defeito muito bom ele te da varias lojas virtuais do mesmo produto que vc quer ainda tem a loja que indicada voce tambem pode filtrar por precos produto vc quer comprar podem abaixar comprar,happiness,positive
app muito facil de usar podemos encontrar td pra casa vestuario entre outros vou reavaliar com uma estrela por conta das opcoes de entrega a plataforma poderia nos dar a opcao de escolher a empresa pra realizar entrega nunca tive problemas com os correios mas com as transportadoras sempre acontece algum imprevisto toda vez e um entregador diferente e nao tem rastreamento,sadness,positive
me surpreendo com os precos baixos super recomendo ja fiz varias compras pelo app porem so nao dou estrelas por dois motivos os cupons de frete gratis sao muito limitados e demora se a ganhar novos cupons ultimamente desisti de fazer novas compras porque o app tem bugado vc nao consegue alterar a forma de pagamento e tambem nao consegue adicionar nenhum cupom quando vc seleciona e regressa fica sou o unico a reclamar disso por favor concertem isso,sadness,positive
tava perfeito a empresa shopee a entrega os cupons os fretes tudo ok ai do nada vem uma tal de aduaneira um tal de pagamento de taxa que fica complicado pra quem compra o proprio app diz que nao ha cobranca taxa ai agora aparece que o produto so chega depois da taxa paga eu nao entendo,anger,negative
otimo para pequenas compras do a entrega de alguns produtos que demora um pouco mesmo sendo no territorio brasileiro tive problemas passados com a forma de pagamento porem depois de um certo tempo consertaram a falha do app apesar ter demorado,happiness,positive
estou amando comprar na shopee estou recebendo meus produtos rapidos e direitinho estao vindo igualzinhos as imagens e descricoes e alem de tudo muito bem embalado vou continuar comprando pois os precos sao otimos saber baratos produtos de otima qualidade um aplicativo facil de usar as lojas todas bem organizadas recomendo muito a shopee que comprar vai adorar a experiencia,happiness,positive
a shopee tem seus altos e baixos eu sempre altero minha avaliacao de acordo com as experiencias no momento estou insatisfeita com a demora que os vendedores posta o produto ja tive o pedido cancelado varias vezes por demora do vendedor postar melhora isso shopee,anger,negative
estou sempre comprando na shope e nunca tive problemas ja tive mercadoria que chegou sem funcionar outra faltando produto e tambem mercadoria que se perdeu no transporte em todas essas situacoes fui reembolsada rapidamente e porisso nao tive qualquer aborrecimento dou nota para a plataforma vou continuar comprando,happiness,positive
muita gente reclama que o aplicativo e lento e mesmo funciona como um chupa cabra que tem acesso a todos os seus dados todos mesmo financeiros agenda localizacao compras historicos etc isso explica porque o aplicativo e lento o foco nao so vender produtos sim pegar dados transmiti los sabe se la para quem ou onde,fear,negative
produtos bons a entrega tem sido rapida no entanto o reembolso e o valor dos fretes ainda sao uma dor de cabeca alem disso ao comprar aparece entrega padrao sem informar qual a transportadora os fretes estao absurdos as vezes sendo com valor acima do valor do produto estou pensando se continuarei comprando na plataforma pois virou comum alguns vendedores enviarem produtos errados e exigirem a devolucao do produto antes de dar o reembolso isso e ultrajante,anger,negative
