reviewId,app_name,content,sentiment_polarity,sentiment,Unnamed: 5,content_traduzido,spacy_lemma
980c8f5e-71ec-4a51-8f37-00592e7905d1,Shopee,"Pra mim é o Melhor Shopping Online que surgiu, respeita o cliente consumidor em todos os aspectos, tempo de entrega excelente, vários benefícios, infinidade de lojas e produtos, e ainda é um site super fácil de entender, sem complicações, não trava e tudo funciona muito bem!",positive,happiness,,pra mim melhor shopping online surgiu respeita cliente consumidor todos aspectos tempo entrega excelente varios beneficios infinidade lojas produtos ainda site super facil entender complicacoes trava tudo funciona bem,"['bom', 'shopping', 'online', 'surgir', 'respeitar', 'cliente', 'consumidor', 'aspecto', 'tempo', 'entregar', 'excelente', 'vario', 'beneficio', 'infinidade', 'loja', 'produto', 'ainda', 'site', 'super', 'facil', 'entender', 'complicacoes', 'trar', 'funcionar', 'bem']"
fbd2a876-9f0f-4abe-82f9-f4b17fd8971e,Shopee,"Serviço de varejo muito bom, o sistema de frete é ótimo e funciona muito bem. Há muitos produtos bons e recomendo que comprem sempre no início de setembro, pois é a data de aniversário da Shopee e tem muitas promoções. Ótimo aplicativo e não tive problemas com nenhuma compra ate agora.",positive,happiness,,servico varejo bom sistema frete otimo funciona bem ha muitos produtos bons recomendo comprem sempre inicio setembro pois data aniversario shopee muitas promocoes otimo aplicativo problemas nenhuma compra ate agora,"['servico', 'bom', 'sistema', 'frete', 'otimo', 'funcionar', 'bem', 'ha', 'produto', 'bom', 'recomendo', 'compr', 'sempre', 'inicio', 'setembro', 'data', 'aniversario', 'shopee', 'promocoes', 'otimo', 'aplicativo', 'problema', 'compra', 'agora']"
d53d8ea8-0586-4b4f-bafa-2a110d80d5a3,Shopee,"Compro sem medo de não receber os produtos. Entrega rápido. O que não estou gostando, é que alguns vezes aparece no app que foi entregue sem ter sido de fato. No outro dia ou dois dias depois é que vem entregar. Fico na dúvida se algum vizinho recebeu e não repassou. Mais não, é um erro mesmo que precisa ser corrigido o mais rápido.",positive,sadness,,compro medo receber produtos entrega rapido o gostando alguns vezes aparece app entregue ter sido fato no outro dia dois dias vem entregar fico duvida algum vizinho recebeu repassou mais erro precisa corrigido rapido,"['compro', 'medo', 'receber', 'produto', 'entregar', 'rapir', 'gostar', 'vez', 'aparecer', 'entregar', 'fato', 'dia', 'dia', 'vir', 'entregar', 'fico', 'duver', 'vizinho', 'receber', 'repassar', 'mais', 'erro', 'precisar', 'corriger', 'rapir']"
d52df159-2657-462b-a165-de72f0f5c262,Shopee,"Um app muito bom recomendo, sempre comprei e nunca deu nenhum problema, o único defeito é que vc na têm a opção de comprar qualquer coisa de cores diferentes na mesma loja, vc têm que colocar uma de cada vez no carrinho, a shopee poderia colocar essa opção, quantidades e variações, ficaria melhor fazer as compras e ajudaria os clientes nas suas compras, não dou as 5 estrelas por esse motivo chato e que já deveriam ter resolvido isso a tempos.",positive,sadness,,um app bom recomendo sempre comprei nunca deu nenhum problema unico defeito vc opcao comprar qualquer coisa cores diferentes mesma loja vc colocar cada vez carrinho shopee poderia colocar opcao quantidades variacoes ficaria melhor fazer compras ajudaria clientes compras dou estrelas motivo chato deveriam ter resolvido tempos,"['app', 'bom', 'recomendo', 'sempre', 'comprei', 'nunca', 'dar', 'problema', 'unico', 'defeito', 'opcao', 'comprar', 'coisa', 'cor', 'mesmo', 'loja', 'colocar', 'vez', 'carrinho', 'shopee', 'poder', 'colocar', 'opcao', 'quantidade', 'variacoes', 'ficar', 'melhor', 'fazer', 'compra', 'ajudar', 'cliente', 'compra', 'dou', 'estrela', 'motivo', 'chato', 'dever', 'resolver', 'tempo']"
c4a26416-86f6-4d88-8a33-5bdfdf26af5c,Shopee,"O aplicativo é muito bom, fácil de usar e tem tudo que tipo de produtos até asiático 😄 só me fez muita falta, q podia ser arrumado, que é mais opçãos na hora da compra! Exemplo: eu quero comprar uma máscara facial, tem vários opções, e eu só posso escolher uma na compra, no caso um tipo específico, não posso comprar dois diferentes, só se for dois iguais. Isso podia ser arrumado, não queria fazer duas compras só pra escolher outro tipo.",positive,sadness,,o aplicativo bom facil usar tudo tipo produtos asiatico rosto risonho com olhos sorridentes fez muita falta q podia arrumado opcaos hora compra exemplo quero comprar mascara facial varios opcoes posso escolher compra caso tipo especifico posso comprar dois diferentes dois iguais isso podia arrumado queria fazer duas compras pra escolher outro tipo,"['aplicativo', 'bom', 'facil', 'usar', 'tipo', 'produto', 'asiatico', 'ror', 'risonho', 'olho', 'sorridente', 'fazer', 'falta', 'poder', 'arrumar', 'opcaos', 'hora', 'compra', 'exemplo', 'querer', 'comprar', 'mascara', 'facial', 'vario', 'opcoes', 'poder', 'escolher', 'compra', 'caso', 'tipo', 'especifico', 'poder', 'comprar', 'igual', 'poder', 'arrumar', 'querer', 'fazer', 'compra', 'escolher', 'tipo']"
7fa37459-3d10-4a60-895d-ff19fbd0a429,Shopee,"Uma grande variedade de produtos, vendedores atenciosos! O único problema tem sido as entregas, principalmente quando é feita por transportadora, compra nacional demorando muito para ser entregue, na maioria das vezes. Já o retorno com o suporte da Shopee, é rápido e o reembolso quando necessário, é super rápido.",positive,sadness,,uma grande variedade produtos vendedores atenciosos o unico problema sido entregas principalmente feita transportadora compra nacional demorando entregue maioria vezes ja retorno suporte shopee rapido reembolso necessario super rapido,"['grande', 'variedade', 'produto', 'vendedor', 'atencioso', 'unico', 'problema', 'entrega', 'principalmente', 'fazer', 'transportadora', 'compra', 'nacional', 'demorar', 'entregar', 'maioria', 'vez', 'retorno', 'suporte', 'shopee', 'rapir', 'reembolso', 'necessario', 'super', 'rapir']"
ad73e357-79b9-4084-b391-24be9da1c4b8,Shopee,"Alguns fretes são tão caros que nem o cupom de frete grátis ajuda, em caso de fretes acima R$70,00 deveriam haver cupons de frete gratis de R$40,00 ou ao menos de R$35,00 mas no geral o de R$20,00 resolve ou ajuda. As vezes algum produto vem com problemas e nem sempre percebo no primeiro momento. mas no geral os produtos são bons. A maioria das entregas é rápida, mas algumas demoram bastante. Enfim vale a pena e vou continuar comprando.",positive,sadness,,alguns fretes tao caros cupom frete gratis ajuda caso fretes acima r deveriam cupons frete gratis r menos r geral r resolve ajuda as vezes algum produto vem problemas sempre percebo primeiro momento geral produtos bons a maioria entregas rapida algumas demoram bastante enfim vale pena vou continuar comprando,"['frete', 'tao', 'caro', 'cupom', 'frete', 'gratis', 'ajudar', 'frete', 'acima', 'dever', 'cupons', 'frete', 'Gratis', 'menos', 'geral', 'resolver', 'ajudar', 'vez', 'produto', 'vir', 'problema', 'sempre', 'percebo', 'primeiro', 'momento', 'geral', 'produto', 'bom', 'maioria', 'entrega', 'rapir', 'demoram', 'bastante', 'enfim', 'valer', 'pena', 'continuar', 'comprar']"
d0ee0189-2ce1-4f63-b1f4-e286b8a2ff26,Shopee,"Tô gostando muito de comprar na shopee.Sinto q ultimamente estão se esforçando pra melhorar cada vez mais o atendimento. Coisas q aconteciam como demorar ou vir faltando itens já não tem acontecido mais. Melhorou muito! E em relação à cupons de frete, facilitou demais esse esquema de frete grátis a partir de 10,00. Tenho comprado com mais frequência agora por causa disso. LOVE SHOPEE",positive,happiness,,to gostando comprar shopee sinto q ultimamente esforcando pra melhorar cada vez atendimento coisas q aconteciam demorar vir faltando itens acontecido melhorou e relacao cupons frete facilitou demais esquema frete gratis partir tenho comprado frequencia agora causa disso love shopee,"['gostar', 'comprar', 'shopee', 'sinto', 'ultimamente', 'esforcar', 'melhorar', 'atendimento', 'coisa', 'acontec', 'demorar', 'vir', 'faltar', 'item', 'acontecer', 'melhorar', 'relacao', 'cupons', 'frete', 'facilitar', 'esquema', 'frete', 'gratis', 'partir', 'comprar', 'frequencer', 'agora', 'causa', 'shopee']"
9fbaece5-0d55-4cda-98c7-86abf75314ef,Shopee,"A princípio, funcionava tudo muito bem. Tem mais ou menos uns 3 meses que não consigo efetuar compra com nenhum cartão de crédito. Porque ele simplesmente não aparece na hora que escolho a forma de pagamento. Entrei em contato através do chat, eles me deram várias orientações, para tentar resolver: apagar cache, atualizar versão, desinstalar e instalar novamente, tentar usar a conta em outro aparelho e outras coisas mais. Simplesmente não consigo e ninguém resolve. Desisto!",negative,anger,,a principio funcionava tudo bem tem menos uns meses consigo efetuar compra nenhum cartao credito porque simplesmente aparece hora escolho forma pagamento entrei contato atraves chat deram varias orientacoes tentar resolver apagar cache atualizar versao desinstalar instalar novamente tentar usar conta outro aparelho outras coisas simplesmente consigo ninguem resolve desisto,"['principio', 'funcionar', 'bem', 'ter', 'pouco', 'mês', 'consigo', 'efetuar', 'compra', 'cartao', 'credito', 'simplesmente', 'aparecer', 'hora', 'escolher', 'forma', 'pagamento', 'entrar', 'contato', 'atrave', 'chat', 'dar', 'vario', 'tentar', 'resolver', 'apagar', 'Cache', 'atualizar', 'versao', 'desinstalar', 'instalar', 'novamente', 'tentar', 'usar', 'conta', 'aparelho', 'coisa', 'simplesmente', 'resolver', 'desisto']"
2854eefb-e6d9-48ca-82e9-07abfda0c500,Shopee,"De longe o melhor app de compras nacional e internacional. Só alguns detalhes que precisam mudar. O mais necessário deles, na minha opinião, é a criação de um ""botão"" para voltar a página incial. Por várias vezes estou navegando por produtos em sequência e quando tento acessar a página, tenho que voltar todos os produtos, ou fechar o app e abrir de novo. Cansativo.",positive,sadness,,de longe melhor app compras nacional internacional so alguns detalhes precisam mudar o necessario opiniao criacao botao voltar pagina incial por varias vezes navegando produtos sequencia tento acessar pagina voltar todos produtos fechar app abrir novo cansativo,"['longe', 'melhor', 'compra', 'nacional', 'internacional', 'detalhe', 'precisar', 'mudar', 'necessario', 'opiniao', 'criacao', 'voltar', 'pagino', 'incial', 'vario', 'vez', 'navegar', 'produto', 'sequencia', 'tentar', 'acessar', 'pagina', 'voltar', 'produto', 'fechar', 'app', 'abrir', 'novo', 'cansativo']"
647d346d-525f-46ef-a3bc-7e31638ae2ca,Shopee,"Eu vou ter que corrigir minha classificação, a shopee é um ótimo site para compras, mas não tem política de reembolso quando os vendedores enviam mercadoria avariada ou diversa da que foi pedida, não existe a opção de vc fazer a devolução. Inclusive aconteceu de eu comprar um produto e a loja depois ser banida, nesse caso a shopee deveria fazer o reembolso. Então cuidado ao comprar coisas de alto valor. Ainda bem que meus prejuízos foram pequenos.",negative,fear,,eu vou ter corrigir classificacao shopee otimo site compras politica reembolso vendedores enviam mercadoria avariada diversa pedida existe opcao vc fazer devolucao inclusive aconteceu comprar produto loja banida nesse caso shopee deveria fazer reembolso entao cuidado comprar coisas alto valor ainda bem prejuizos pequenos,"['corrigir', 'classificacao', 'shopee', 'otimo', 'site', 'compra', 'politico', 'reembolso', 'vendedor', 'enviar', 'mercadoria', 'avariar', 'diverso', 'pedir', 'existir', 'opcao', 'fazer', 'devolucao', 'inclusive', 'acontecer', 'comprar', 'produto', 'loja', 'banir', 'caso', 'shopee', 'dever', 'fazer', 'reembolso', 'entao', 'cuidado', 'comprar', 'coisa', 'alto', 'valor', 'ainda', 'bem', 'prejuizos', 'pequeno']"
b50174f8-2d05-4e39-b693-4402a295838e,Shopee,"Cancelaram duas compras minhas, status do cancelamento, falta de pagamento. Sendo que a compra fora feita na hora através do cartão de crédito, questionei no chat, que é um robô, ninguém para responder algo plausível, dessa vez o motivo foi vendedor inativo por mais de 7 dias, o reembolso caiu apenas uma parte, dessa vez o que o robô registrou foi que o reembolso pode ser feito em dois ciclos. Não compro mais, nunca tive esse problema no Aliexpress, Amazon e Mercado Livre, recomendo.",negative,anger,,cancelaram duas compras status cancelamento falta pagamento sendo compra feita hora atraves cartao credito questionei chat robo ninguem responder algo plausivel dessa vez motivo vendedor inativo dias reembolso caiu apenas parte dessa vez robo registrou reembolso pode feito dois ciclos nao compro nunca problema aliexpress amazon mercado livre recomendo,"['cancelar', 'compra', 'status', 'cancelamento', 'faltar', 'pagamento', 'compra', 'fazer', 'hora', 'atrave', 'Cartao', 'robo', 'ninguem', 'responder', 'plausivel', 'vez', 'motivo', 'vendedor', 'inativo', 'dia', 'reembolso', 'cair', 'apenas', 'parte', 'vez', 'robo', 'registrar', 'reembolso', 'poder', 'fazer', 'ciclo', 'nao', 'compro', 'nunca', 'problema', 'aliexpress', 'mercado', 'livre', 'recomer']"
8412d72d-0799-4b24-a032-2fe1efc8e40d,Shopee,"Já tive experiência melhor na shopee, antes conseguia comprar de boa com cartão de crédito, agora não consigo mais, sempre dá falha no pagamento. Sem contar que já entrei em contato várias vezes com o suporte da shopee para solicitar o erro e nada é resolvido, parece que estão fazendo de propósito para migrar-mos para o sparcelado.",negative,disgust,,ja experiencia melhor shopee antes conseguia comprar boa cartao credito agora consigo sempre falha pagamento sem contar entrei contato varias vezes suporte shopee solicitar erro nada resolvido parece fazendo proposito migrar mos sparcelado,"['experiencia', 'bom', 'shopee', 'antes', 'conseguir', 'comprar', 'bom', 'cartao', 'credito', 'agora', 'com si', 'sempre', 'falha', 'pagamento', 'contar', 'entrar', 'contato', 'varias', 'vez', 'suporte', 'shopee', 'solicitar', 'erro', 'nada', 'resolver', 'parecer', 'fazer', 'proposito', 'migrar', 'sparcelar']"
04d4dd98-c676-461a-a2e2-d841f74313d1,Shopee,"Diante de todas as compras que fiz... app ultimamente deixa a desejar. Vale a pena devido as promoções de compra sem valor minimo mas nem em toda loja funciona e os descontos nos fretes lembrem.se nao existe frete gratis, pra alguém sobra pagar esta conta. Ja tive entregas que chegaram mega rapido, assim como já tive as que deram muita dor de cabeça por demora nos correios ou problemas com as transportadoras que nao tem canal de atendimento. Deve-se prestar muita atenção nas descrições.",negative,fear,,diante todas compras fiz app ultimamente deixa desejar vale pena devido promocoes compra valor minimo toda loja funciona descontos fretes lembrem se nao existe frete gratis pra alguem sobra pagar conta ja entregas chegaram mega rapido assim deram muita dor cabeca demora correios problemas transportadoras nao canal atendimento deve se prestar muita atencao descricoes,"['diante', 'compra', 'fiz', 'ultimamente', 'deixar', 'desejar', 'valer', 'pena', 'devido', 'promocoes', 'compra', 'valor', 'minimo', 'loja', 'funcionar', 'desconto', 'frete', 'lembr', 'nao', 'existir', 'frete', 'gratis', 'alguir', 'sobra', 'pagar', 'conta', 'entrega', 'chegar', 'mega', 'rapir', 'assim', 'dar', 'dor', 'cabecir', 'demor', 'correio', 'problema', 'transportadora', 'canal', 'atendimento', 'dever', 'prestar', 'atencao', 'descricoes']"
2a278f67-43d2-418e-970a-09460cd193d3,Shopee,"Plataforma totalmente segura, lá se o vendendor demorar a empacotar o seu pedido, a própria chopee notifica avisando que irá devolver o nosso dinheiro, aplicativo muito bom e bem feito, principalmente os cupons de frete grátis que destaca na plataforma, merece todas as estrelas do espaço, nunca tive nenhum tipo de problema recomendo muito a shopee.",positive,happiness,,plataforma totalmente segura la vendendor demorar empacotar pedido propria chopee notifica avisando ira devolver dinheiro aplicativo bom bem feito principalmente cupons frete gratis destaca plataforma merece todas estrelas espaco nunca nenhum tipo problema recomendo shopee,"['plataforma', 'totalmente', 'seguro', 'vendendor', 'demorar', 'empacotar', 'pedir', 'propria', 'chopee', 'notifico', 'avisar', 'devolver', 'dinheiro', 'aplicativo', 'bom', 'bem', 'fazer', 'principalmente', 'cupons', 'frete', 'gratis', 'destacar', 'plataforma', 'merecer', 'estrela', 'espaco', 'nunca', 'tipo', 'problema', 'recomendo', 'shopee']"
2d0a2e53-cbcd-48bd-9e8f-bfeeb69fd1c2,Shopee,"Até o momento minha experiência com a Shopee tem sido muito boa. Podem melhorar na parte da avaliação, onde temos todo o trabalho de tirar as fotos e gravar o vídeo e o APP da Shopee NÃO SALVA as informações e, se esbarrarmos o dedo sem querer na tecla voltar ou até mesmo se travar na hora de concluir a avaliação, temos que começar tudo novamente! Isto tem que ser revisado pela equipe de TI com a maior urgência para pouparmos tempo e não precisarmos refazer tudo. Fica a dica!",positive,sadness,,ate momento experiencia shopee sido boa podem melhorar parte avaliacao onde todo trabalho tirar fotos gravar video app shopee nao salva informacoes esbarrarmos dedo querer tecla voltar travar hora concluir avaliacao comecar tudo novamente isto revisado equipe ti maior urgencia pouparmos tempo precisarmos refazer tudo fica dica,"['momento', 'experiencia', 'shopee', 'bom', 'poder', 'melhorar', 'parte', 'avaliacao', 'trabalho', 'tirar', 'foto', 'gravar', 'video', 'app', 'shopee', 'nao', 'salvar', 'informacoes', 'dedo', 'querer', 'tecla', 'voltar', 'travar', 'hora', 'concluir', 'avaliacao', 'comecar', 'novamente', 'revisar', 'equipe', 'grande', 'urgencia', 'pouparr', 'tempo', 'precisarr', 'refazer', 'ficar', 'dico']"
e34748a2-10c5-4093-9577-a8e8568e70e4,Shopee,"Depois dessa última atualização estou tendo problemas com a compra no cartão de crédito! Algumas vezes diz que o pagamento falhou, porém na segunda tentativa o pagamento é concluído. Porém outras vezes o pagamento simplesmente não vai o que acarreta eu cancelando as compras!",negative,disgust,,depois dessa ultima atualizacao tendo problemas compra cartao credito algumas vezes diz pagamento falhou porem segunda tentativa pagamento concluido porem outras vezes pagamento simplesmente vai acarreta cancelando compras,"['depois', 'ultimo', 'atualizacao', 'ter', 'problema', 'compra', 'cartao', 'credito', 'vez', 'dizer', 'pagamento', 'falhar', 'por', 'segundo', 'tentativa', 'pagamento', 'concluido', 'por', 'vez', 'pagamento', 'simplesmente', 'acarreta', 'cancelar', 'compra']"
